"SEC Region","Organization CRD#","Additional CRD Number","Total number of additional CRD numbers","SEC#","Firm Type","CIK#","Total number of CIK numbers","Primary Business Name","Legal Name","Main Office Street Address 1","Main Office Street Address 2","Main Office City","Main Office State","Main Office Country","Main Office Postal Code","Main Office Private Residence Flag","Main Office Telephone Number","Main Office Facsimile Number","Total number of offices, other than your Principal Office and place of business","Mail Office Street Address 1","Mail Office Street Address 2","Mail Office City","Mail Office State","Mail Office Country","Mail Office Postal Code","Mail Office Private Residence Flag","SEC Current Status","SEC Status Effective Date","Jurisdiction Notice Filed-Effective Date","Latest ADV Filing Date","Form Version","1I","Website Address","Total Number of Website Addresses","Location of Books and Records Street Address 1","Location of Books and Records Street Address 2","Location of Books and Records City","Location of Books and Records State","Location of Books and Records Country","Location of Books and Records Postal Code","Total Number of Books and Records Locations","1M","1N","1O","1O - If yes, approx. amount of assets","1P","2B(1)","2B(2)","2B(3)","3A","3A-Other","3B","3C-State","3C-Country","6A(1)","6A(2)","6A(3)","6A(4)","6A(5)","6A(6)","6A(7)","6A(8)","6A(9)","6A(10)","6A(11)","6A(12)","6A(13)","6A(14)","6A(14)-Other","6B(1)","6B(2)","6B(3)","7A(1)","7A(2)","7A(3)","7A(4)","7A(5)","7A(6)","7A(7)","7A(8)","7A(9)","7A(10)","7A(11)","7A(12)","7A(13)","7A(14)","7A(15)","7A(16)","Count of IA Affiliates","Count of IA/BD Affiliates","Count of BD Affiliates","Control/Controlled by Related Person","Under Common Control","Share Supervised Persons","Share Location","7B","Count of Private Funds - 7B(1)","Any PFs a Master","Any Hedge Funds","Total number of Hedge funds","Any Liquidity Funds","Total number of Liquidity funds","Any PE Funds","Total number of PE funds","Any Real Estate Funds","Total number of Real Estate funds","Any Securitized Funds","Total number of Securitized funds","Any VC Funds","Total number of VC funds","Any Other Funds","Total number of Other funds","Total Gross Assets of Private Funds","Count of Private Funds - 7B(2)","10A","Count of Control person Public Reporting Company","11","11A(1)","Count of 11A(1) disclosures","11A(2)","Count of 11A(2) disclosures","11B(1)","Count of 11B(1) disclosures","11B(2)","Count of 11B(2) disclosures","11C(1)","Count of 11C(1) disclosures","11C(2)","Count of 11C(2) disclosures","11C(3)","Count of 11C(3) disclosures","11C(4)","Count of 11C(4) disclosures","11C(5)","Count of 11C(5) disclosures","11D(1)","Count of 11D(1) disclosures","11D(2)","Count of 11D(2) disclosures","11D(3)","Count of 11D(3) disclosures","11D(4)","Count of 11D(4) disclosures","11D(5)","Count of 11D(5) disclosures","11E(1)","Count of 11E(1) disclosures","11E(2)","Count of 11E(2) disclosures","11E(3)","Count of 11E(3) disclosures","11E(4)","Count of 11E(4) disclosures","11F","Count of 11F disclosures","11G","Count of 11G disclosures","11H(1)(a)","Count of 11H(1)(a) disclosures","11H(1)(b)","Count of 11H(1)(b) disclosures","11H(1)(c)","Count of 11H(1)(c) disclosures","11H(2)","Count of 11H(2) disclosures","12A","12B(1)","12B(2)","12C(1)","12C(2)"
"HQ","160414","","","802-75031","ERA","","","RRJ MANAGEMENT LTD","RRJ MANAGEMENT LTD","C/O CAMPBELLS CORPORATE SERVICES LIMITED","FLOOR 4, WILLOW HOUSE, CRICKET SQUARE","GRAND CAYMAN","","Cayman Islands","KY1-9010","N","345-943-3100","345-945-4757","0","C/O 298 TIONG BAHRU ROAD #13-01 CENTRAL PLAZA","","SINGAPORE","","Singapore","168730","N","ERA - Active","03/28/2012","","04/01/2025","10/2021","Y","HTTP://WWW.RRJCAP.COM/","1","SUITE 2702-4, CENTRAL PLAZA","18 HARBOUR ROAD, WAN CHAI","HONG KONG","","Hong Kong","","1","Y","N","N","","","N","Y","N","Corporation","","DECEMBER","","Cayman Islands","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","7","0","0","Y","Y","N","N","Y","                   3","N","N","","N","","Y","3","N","","N","","N","","N","","         4,405,603,599.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"DRO","337983","","","802-134182","ERA","","","TORFEX LTD.","TORFEX LTD.","1515 ARAPAHOE ST","#100","DENVER","CO","United States","80202","N","719-223-5917","","0","","","","","","","","ERA - Active","07/17/2025","","07/17/2025","10/2021","N","","0","","","","","","","0","N","N","N","","","N","Y","N","Corporation","","DECEMBER","CO","United States","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   1","N","N","","N","","Y","1","N","","N","","N","","N","","               150,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","163758","","","802-76331","ERA","","","PIPER SANDLER LTD.","PIPER SANDLER LTD.","22 WAVERLEY PLACE","ABERDEENSHIRE","ABERDEEN","","United Kingdom","AB10 1XP","N","44 1224 202300","44 1224 202303","0","","","","","","","","ERA - Active","04/02/2012","","03/18/2025","10/2021","Y","https://www.psc.com","1","","","","","","","0","Y","N","N","","2138008LHD1TOYE4JE","N","Y","N","Other (specify)","PRIVATE COMPANY LIMITED BY SHARES","DECEMBER","","United Kingdom","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","Y","Y","Y","Y","N","N","Y","N","N","N","N","N","N","N","N","N","Y","3","1","0","Y","Y","Y","N","Y","                   2","Y","N","","N","","Y","2","N","","N","","N","","N","","                82,349.00","                   0","N","                   1","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"SFRO","162705","","","802-75503","ERA","","","DAG VENTURES","DAG VENTURES, LLC","251 LYTTON AVE.","SUITE 200","PALO ALTO","CA","United States","94301","N","650-543-8180","650-328-2921","0","","","","","","","","ERA - Active","03/29/2012","","03/31/2025","10/2021","Y","HTTPS://WWW.DAGVENTURES.COM/","1","257 E. 200 S.","SUITE 1300","SALT LAKE CITY","UT","United States","84111","1","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","5","0","0","Y","N","Y","Y","Y","                  14","N","N","","N","","N","","N","","N","","Y","14","N","","           570,229,490.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"SFRO","317623","","","802-123097","ERA","","","TRINITY LANE CAPITAL","TRINITY LANE MANAGEMENT, LLC","","","","","","","Y","415-369-7941","","0","","","","","","","","ERA - Active","12/22/2021","","07/24/2025","10/2021","Y","https://www.linkedin.com/company/trinity-lane-capital/about/","1","","","","","","","0","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","N","N","N","N","Y","                   1","N","N","","N","","N","","N","","N","","Y","1","N","","            51,203,684.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","159941","","","802-132340","ERA","","","MMA PAN ASIA FUND I MANAGEMENT, LLC","MMA PAN ASIA FUND I MANAGEMENT, LLC","470 MAMARONECK AVENUE","SUITE 402","WHITE PLAINS","NY","United States","10605","N","914-681-6022","914-221-0305","1","","","","","","","","ERA - Active","03/06/2025","","03/06/2025","10/2021","Y","HTTP://WWW.MMAFUNDMGMT.COM","1","NO 2 LANE 25 XIAMEN STREET","","TAIPEI","","Taiwan,  Republic of China","","2","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   1","Y","Y","1","N","","N","","N","","N","","N","","N","","            13,000,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","327067","","","802-128267","ERA","","","NORTHLEAF CAPITAL PARTNERS","NORTHLEAF CAPITAL PARTNERS (CANADA) LTD.","40 KING STREET WEST","SUITE 5600","TORONTO, ONTARIO","","Canada","M5H 3S1","N","866-964-4141","","0","","","","","","","","ERA - Active","06/02/2023","","12/23/2025","10/2021","Y","HTTPS://WWW.LINKEDIN.COM/COMPANY/NORTHLEAF-CAPITAL-PARTNERS","2","195 SUMMERLEA RD","","BRAMPTON, ONTARIO","","Canada","L6T 4P6","1","Y","N","N","","549300MDYJT2QIT4O339","N","Y","N","Corporation","","SEPTEMBER","","Canada","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","Y","Y","N","N","N","Y","N","N","Y","N","N","Y","N","N","Y","Y","9","0","4","Y","Y","Y","Y","Y","                  12","N","N","","N","","Y","7","N","","N","","N","","Y","5","         3,936,793,234.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","Y","1","N","0","Y","1","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","308323","","","802-135325","ERA","","","FOREPONT CAPITAL LLC","FOREPONT CAPITAL LLC","1025 WESTCHESTER AVE","SUITE 403","WHITE PLAINS","NY","United States","10604","N","917-209-5589","914-428-3199","1","","","","","","","","ERA - Active","01/13/2026","","01/13/2026","10/2021","Y","http://www.forepont.com","1","6 PLACE DE LA MADELEINE","","PARIS","","France","75008","4","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   2","N","N","","N","","N","","N","","N","","Y","2","N","","            89,121,440.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","Y","1","N","0","Y","1","Y","1","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","314793","","","802-121479","ERA","","","STILLBROOK CAPITAL LIMITED","STILLBROOK CAPITAL LIMITED","17/F ON BUILDING","162 QUEENS ROAD CENTRAL","HONG KONG","","Hong Kong","","N","852 3751 7366","","0","","","","","","","","ERA - Active","05/13/2021","","03/27/2025","10/2021","Y","https://www.stillbrookcapital.com/","1","C/O MORGAN STANLEY FUND SERVICES (IRELAND) LIMITED","THE OBSERVATORY, 7-11 SIR JOHN ROGERSON'S QUAY","DUBLIN 2","","Ireland","","3","Y","N","N","","254900YJBHJ42EXRTF03","N","Y","N","Other (specify)","LIMITED COMPANY","DECEMBER","","Hong Kong","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   1","Y","Y","1","N","","N","","N","","N","","N","","N","","           579,601,514.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","288143","","","802-110338","ERA","","","SPRINGS CAPITAL LIMITED","SPRINGS CAPITAL LIMITED","C/O CAMPBELLS CORPORATE SERVICES LIMITED","FLOOR 4, WILLOW HOUSE, CRICKET SQUARE","GRAND CAYMAN","","Cayman Islands","KY1-9010","N","852-22591601/22591619","852 25257981","0","","","","","","","","ERA - Active","03/31/2017","","03/27/2025","10/2021","Y","https://www.linkedin.com/company/72629005/admin/","2","NO. 9 FINANCIAL STREET","20/F TOWER C, FINANCIAL STREET CENTER","BEIJING","","China","","2","Y","N","N","","","N","Y","N","Other (specify)","EXEMPTED COMPANY WITH LIMITED LIABILITY","DECEMBER","","Cayman Islands","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","3","0","0","Y","Y","Y","N","Y","                   0","N","N","","N","","N","","N","","N","","N","","N","","                      .00","                   3","N","                   0","Y","N","0","N","0","Y","1","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"PLRO","315048","","","802-132944","ERA","","","RED CELL MANAGEMENT, LLC","RED CELL MANAGEMENT, LLC","1800 TYSONS BOULEVARD","SUITE 900","TYSONS","VA","United States","22102","N","3105841013","","0","","","","","","","","ERA - Active","05/07/2025","","05/07/2025","10/2021","Y","https://www.redcellpartners.com/","5","200 CRESCENT COURT","SUITE 1300","DALLAS","TX","United States","75201","1","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   1","N","N","","N","","N","","N","","N","","Y","1","N","","            93,650,430.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","313862","","","802-121307","ERA","","","ACCENT EQUITY AB","ACCENT EQUITY AB","ENGELBREKTSGATAN 7","","STOCKHOLM","","Sweden","114 32","N","+46 8 545 073 00","","0","C/O ACCENT EQUITY PARTNERS AB","BOX 5784","STOCKHOLM","","Sweden","114 87","N","ERA - Active","04/26/2021","","04/03/2025","10/2021","Y","https://www.accentequity.se/","2","","","","","","","0","Y","N","N","","","N","Y","N","Corporation","","DECEMBER","","Sweden","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","5","0","0","Y","N","Y","Y","Y","                   1","Y","N","","N","","Y","1","N","","N","","N","","N","","           318,023,449.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"LARO","310176","","","802-119446","ERA","1804939","2","OKAPI CAPITAL, LLC","OKAPI CAPITAL, LLC","660 NEWPORT CENTER DRIVE","SUITE 1600","NEWPORT BEACH","CA","United States","92660","N","949-734-0408","","0","","","","","","","","ERA - Active","08/13/2020","","03/26/2025","10/2021","Y","https://okapivc.com/","1","","","","","","","0","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   2","N","N","","N","","N","","N","","N","","Y","2","N","","            62,736,038.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"MIRO","307167","","","802-118077","ERA","180026","1","MFO-LPX LLC","MFO-LPX LLC","","","","","","","Y","732-539-2513","","0","201 MAIN STREET","","ALLENHURST","NJ","United States","07711","N","ERA - Active","01/14/2020","","01/15/2026","10/2021","N","","0","","","","","","","0","N","N","N","","84-3861137","N","Y","N","Limited Liability Company","","DECEMBER","FL","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   1","N","Y","1","N","","N","","N","","N","","N","","N","","            75,000,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"LARO","339947","","","802-135113","ERA","","","OLSEM ASSET MANAGEMENT INC","OLSEM ASSET MANAGEMENT INC","18400 VON KARMAN AVE","3RD FLOOR STE 310","IRVINE","CA","United States","92612","N","669-222-6093","","0","","","","","","","","ERA - Active","12/07/2025","","12/07/2025","10/2021","N","","0","","","","","","","0","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","CA","United States","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   1","N","N","","N","","Y","1","N","","N","","N","","N","","            78,960,522.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","322916","","","802-127221","ERA","","","VCM GLOBAL ASSET MANAGEMENT LTD.","VCM GLOBAL ASSET MANAGEMENT LTD.","ALBANY FINANCIAL CENTER, SUITE 706,","SOUTH OCEAN BOULEVARD","NASSAU","","Bahamas, The","","N","242-601-5436","","0","","","","","","","","ERA - Active","12/21/2022","","03/29/2024","10/2021","Y","https://www.linkedin.com/company/vukotacapital","2","3-212 GOVERNORS SQUARE","23 LIME TREE BAY, P.O. BOX 30746","GRAND CAYMAN","","Cayman Islands","","1","Y","N","N","","","N","Y","N","Corporation","","DECEMBER","","Bahamas, The","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   2","Y","Y","1","N","","Y","1","N","","N","","N","","N","","            34,646,795.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","330125","","","802-129691","ERA","","","100X ENTREPRENEUR FUND ADVISORY, LLC","100X ENTREPRENEUR FUND ADVISORY, LLC","","","","","","","Y","+91-955-788-8709","","0","","","","","","","Y","ERA - Active","02/15/2024","","03/14/2025","10/2021","Y","https://neon.fund/?src=100x","1","PO BOX 3217","","SEATTLE","WA","United States","98114","1","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   0","N","N","","N","","N","","N","","N","","N","","N","","                      .00","                   1","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"LARO","168863","","","802-125775","ERA","","","KCB MANAGEMENT LLC","KCB MANAGEMENT LLC","117 E COLORADO BLVD, SUITE 400","","PASADENA","CA","United States","91105","N","626-356-0944","","0","","","","","","","","ERA - Active","04/29/2022","","09/16/2025","10/2021","Y","HTTPS://WWW.LINKEDIN.COM/COMPANY/KCB-MANAGEMENT-INC./","2","","","","","","","0","N","N","N","","","N","Y","N","Limited Liability Company","","JANUARY","CA","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","Y","Y","Y","Y","                   6","N","N","","N","","Y","6","N","","N","","N","","N","","           120,319,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","226738","","","802-100405","ERA","","","GEMSSTOCK LTD.","GEMSSTOCK LIMITED","4TH FLOOR, 18 HENRIETTA STREET","","LONDON","","United Kingdom","WC2E 8QH","N","+442037405130","","0","","","","","","","","ERA - Active","06/15/2015","","05/06/2025","10/2021","Y","HTTPS://WWW.GEMSSTOCK.FUND","2","78 SIR JOHN ROGERSON'S QUAY","","DUBLIN","","Ireland","","2","Y","N","N","","549300EI5FIZNI8UK277","N","Y","N","Corporation","","JANUARY","","United Kingdom","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","Y","Y","Y","Y","                   2","Y","Y","2","N","","N","","N","","N","","N","","N","","         3,725,472,801.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","297373","","","802-113912","ERA","","","REVETAS GP III S.A R.L","REVETAS GP III S.A R.L","16, RUE EUGÈNE RUPPERT","","LUXEMBOURG","","Luxembourg","L-2453","N","+352273655601","","0","","","","","","","","ERA - Active","07/31/2018","","03/27/2025","10/2021","Y","HTTPS://WWW.REVETAS.COM","1","","","","","","","0","Y","N","N","","984500D3EAC76DA6A871","N","Y","N","Limited Liability Company","","DECEMBER","","Luxembourg","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","4","0","0","Y","Y","N","Y","Y","                   3","N","N","","N","","N","","Y","3","N","","N","","N","","            59,536,578.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
